Data;San Giorgio D.Vento med. 10m;San Giorgio V.Vento med.10m;San Giorgio V.Vento max;San Giorgio Temperatura;San Giorgio Umidita';San Giorgio Radiazione solare
2025-01-18 00:00:00;348;6.0;8.1;3.6;68.0;
2025-01-18 00:05:00;352;5.8;7.0;3.7;68.0;
2025-01-18 00:10:00;349;6.6;7.7;3.7;67.0;
2025-01-18 00:15:00;350;6.4;7.7;3.6;67.0;0
2025-01-18 00:20:00;348;6.2;7.7;3.6;67.0;
2025-01-18 00:25:00;348;6.1;8.0;3.6;67.0;
2025-01-18 00:30:00;349;6.6;8.6;3.6;67.0;0
2025-01-18 00:35:00;346;6.3;8.6;3.5;67.0;0
2025-01-18 00:40:00;349;6.5;8.2;3.6;67.0;0
2025-01-18 00:45:00;348;5.8;8.5;3.6;67.0;0
2025-01-18 00:50:00;350;6.6;8.3;3.7;67.0;
2025-01-18 00:55:00;353;6.8;8.8;3.8;67.0;
2025-01-18 01:00:00;355;6.7;8.8;3.9;67.0;
2025-01-18 01:05:00;356;6.7;8.6;4.1;67.0;
2025-01-18 01:10:00;352;6.5;9.1;4.1;67.0;
2025-01-18 01:15:00;352;6.8;8.2;4.1;66.0;
2025-01-18 01:20:00;350;6.7;7.9;4.3;67.0;
2025-01-18 01:25:00;350;6.4;7.8;4.5;66.0;
2025-01-18 01:30:00;345;5.5;7.6;4.4;65.0;
2025-01-18 01:35:00;343;6.3;8.7;4.4;64.0;
2025-01-18 01:40:00;343;6.3;8.7;4.2;64.0;0
2025-01-18 01:45:00;344;6.8;9.3;4.2;64.0;0
2025-01-18 01:50:00;342;6.4;8.5;4.0;64.0;0
2025-01-18 01:55:00;350;6.3;8.7;4.1;65.0;0
2025-01-18 02:00:00;350;5.8;7.7;4.2;65.0;
2025-01-18 02:05:00;350;5.5;6.9;4.2;65.0;
2025-01-18 02:10:00;347;5.4;6.7;4.3;65.0;
2025-01-18 02:15:00;344;5.5;7.1;4.2;64.0;0
2025-01-18 02:20:00;341;5.2;7.4;4.2;65.0;0
2025-01-18 02:25:00;341;5.3;6.7;4.1;65.0;0
2025-01-18 02:30:00;339;5.7;6.8;4.0;65.0;0
2025-01-18 02:35:00;337;6.2;7.9;4.0;66.0;0
2025-01-18 02:40:00;339;6.1;8.2;4.1;66.0;
2025-01-18 02:45:00;342;6.4;8.3;4.0;65.0;0
2025-01-18 02:50:00;343;6.3;7.9;4.1;65.0;
2025-01-18 02:55:00;343;6.7;8.5;4.1;64.0;
2025-01-18 03:00:00;341;6.3;8.3;4.0;64.0;0
2025-01-18 03:05:00;342;6.4;8.2;4.1;64.0;
2025-01-18 03:10:00;342;6.4;8.2;4.1;64.0;
2025-01-18 03:15:00;338;6.7;8.7;3.9;64.0;0
2025-01-18 03:20:00;334;7.3;9.3;3.9;64.0;0
2025-01-18 03:25:00;328;6.7;10.2;3.7;65.0;0
2025-01-18 03:30:00;332;5.8;7.8;3.6;66.0;0
2025-01-18 03:35:00;341;5.6;7.0;3.7;66.0;0
2025-01-18 03:40:00;337;5.2;6.5;3.7;65.0;0
2025-01-18 03:45:00;330;4.7;6.2;3.5;66.0;0
2025-01-18 03:50:00;326;4.0;5.9;3.3;66.0;0
2025-01-18 03:55:00;326;4.0;5.7;3.3;67.0;0
2025-01-18 04:00:00;327;3.2;5.0;3.3;67.0;0
2025-01-18 04:05:00;323;3.7;4.8;3.3;67.0;
2025-01-18 04:10:00;314;3.5;4.6;3.3;67.0;
2025-01-18 04:15:00;326;2.9;4.1;3.2;67.0;
2025-01-18 04:20:00;339;2.3;4.3;3.2;67.0;
2025-01-18 04:25:00;344;2.6;3.7;3.3;67.0;
2025-01-18 04:30:00;342;2.3;3.4;3.4;67.0;
2025-01-18 04:35:00;337;1.4;2.8;3.4;66.0;
2025-01-18 04:40:00;339;2.5;3.3;3.6;66.0;
2025-01-18 04:45:00;325;1.9;3.0;3.5;66.0;
2025-01-18 04:50:00;337;2.6;3.9;3.7;65.0;
2025-01-18 04:55:00;337;2.6;3.5;3.6;65.0;
2025-01-18 05:00:00;328;2.7;3.6;3.7;65.0;
2025-01-18 05:05:00;328;2.5;3.7;3.7;64.0;
2025-01-18 05:10:00;327;2.3;3.5;3.7;64.0;
2025-01-18 05:15:00;319;3.0;4.0;3.9;64.0;
2025-01-18 05:20:00;323;4.0;6.0;4.0;63.0;
2025-01-18 05:25:00;328;4.5;5.8;4.0;62.0;
2025-01-18 05:30:00;323;4.2;5.8;4.1;62.0;
2025-01-18 05:35:00;325;4.2;5.5;4.2;62.0;
2025-01-18 05:40:00;320;4.9;6.3;4.4;62.0;
2025-01-18 05:45:00;322;5.2;7.2;4.4;60.0;
2025-01-18 05:50:00;328;5.2;6.6;4.3;61.0;
2025-01-18 05:55:00;334;5.3;6.9;4.4;62.0;
2025-01-18 06:00:00;334;5.4;6.6;4.3;62.0;
2025-01-18 06:05:00;335;5.6;7.1;4.5;62.0;
2025-01-18 06:10:00;334;5.7;7.4;4.3;61.0;0
2025-01-18 06:15:00;328;5.2;7.4;4.1;62.0;0
2025-01-18 06:20:00;332;5.7;7.3;4.2;62.0;
2025-01-18 06:25:00;330;5.5;7.7;4.2;62.0;0
2025-01-18 06:30:00;339;4.5;6.3;4.4;62.0;
2025-01-18 06:35:00;333;4.5;6.1;4.4;61.0;
2025-01-18 06:40:00;336;3.9;5.3;4.4;61.0;
2025-01-18 06:45:00;338;3.7;5.2;4.3;61.0;0
2025-01-18 06:50:00;331;3.1;3.9;4.1;62.0;0
2025-01-18 06:55:00;330;3.3;4.3;4.1;63.0;0
2025-01-18 07:00:00;327;3.9;4.9;4.0;64.0;0
2025-01-18 07:05:00;321;4.4;5.4;3.7;65.0;0
2025-01-18 07:10:00;318;5.2;6.9;3.7;64.0;0
2025-01-18 07:15:00;317;5.4;7.9;3.8;63.0;
2025-01-18 07:20:00;323;5.1;7.6;3.4;63.0;0
2025-01-18 07:25:00;323;4.3;6.2;3.2;64.0;0
2025-01-18 07:30:00;327;3.9;5.5;3.1;65.0;0
2025-01-18 07:35:00;326;4.2;5.7;2.9;66.0;1
2025-01-18 07:40:00;331;4.3;5.6;3.1;67.0;2
2025-01-18 07:45:00;332;4.6;6.2;3.3;67.0;3
2025-01-18 07:50:00;335;4.7;6.3;3.2;67.0;9
2025-01-18 07:55:00;335;4.7;6.1;3.1;67.0;14
2025-01-18 08:00:00;334;5.1;6.3;3.2;67.0;21
2025-01-18 08:05:00;343;4.6;6.0;3.4;67.0;28
2025-01-18 08:10:00;351;3.9;6.1;3.6;67.0;38
2025-01-18 08:15:00;353;4.4;5.9;3.9;65.0;48
2025-01-18 08:20:00;354;5.4;7.9;4.0;63.0;60
2025-01-18 08:25:00;353;6.3;8.3;3.9;62.0;73
2025-01-18 08:30:00;352;5.5;7.1;3.9;62.0;86
2025-01-18 08:35:00;354;5.0;6.3;3.7;62.0;99
2025-01-18 08:40:00;358;4.9;6.4;3.7;63.0;111
2025-01-18 08:45:00;356;4.6;6.1;3.6;64.0;124
2025-01-18 08:50:00;354;5.0;6.2;3.5;65.0;137
2025-01-18 08:55:00;353;4.5;6.0;3.7;66.0;148
2025-01-18 09:00:00;353;3.7;4.8;3.7;66.0;160
2025-01-18 09:05:00;356;3.9;5.9;3.8;66.0;171
2025-01-18 09:10:00;356;4.4;6.0;3.7;66.0;183
2025-01-18 09:15:00;357;4.1;4.7;3.8;66.0;196
2025-01-18 09:20:00;357;3.9;4.6;3.9;66.0;207
2025-01-18 09:25:00;353;4.3;5.2;4.1;66.0;218
2025-01-18 09:30:00;357;4.6;5.7;4.3;65.0;229
2025-01-18 09:35:00;358;4.4;5.1;4.4;65.0;241
2025-01-18 09:40:00;354;3.9;4.8;4.8;65.0;250
2025-01-18 09:45:00;356;3.8;4.9;4.7;64.0;263
2025-01-18 09:50:00;354;4.9;6.0;5.0;64.0;273
2025-01-18 09:55:00;358;4.5;6.1;5.2;63.0;282
2025-01-18 10:00:00;5;4.8;6.0;5.5;61.0;292
2025-01-18 10:05:00;7;4.4;6.1;5.6;60.0;301
2025-01-18 10:10:00;7;4.0;5.0;5.7;60.0;311
2025-01-18 10:15:00;6;3.7;5.0;5.7;60.0;320
2025-01-18 10:20:00;6;3.8;6.2;5.8;60.0;330
2025-01-18 10:25:00;357;3.9;5.1;5.8;60.0;340
2025-01-18 10:30:00;357;4.0;5.3;5.9;60.0;348
2025-01-18 10:35:00;354;3.5;4.8;6.0;60.0;354
2025-01-18 10:40:00;3;2.8;3.8;6.2;60.0;360
2025-01-18 10:45:00;1;3.2;4.1;6.4;59.0;368
2025-01-18 10:50:00;356;3.2;3.7;6.6;59.0;374
2025-01-18 10:55:00;0;2.8;3.6;6.8;58.0;382
2025-01-18 11:00:00;354;3.6;4.9;6.9;57.0;388
2025-01-18 11:05:00;346;4.1;4.8;7.1;55.0;395
2025-01-18 11:10:00;349;4.2;5.2;7.3;53.0;402
2025-01-18 11:15:00;358;4.4;5.3;7.5;52.0;407
2025-01-18 11:20:00;1;4.2;5.5;7.7;51.0;411
2025-01-18 11:25:00;357;4.3;5.4;7.8;51.0;416
2025-01-18 11:30:00;356;4.5;5.9;7.8;51.0;420
2025-01-18 11:35:00;0;4.2;5.9;8.0;51.0;423
2025-01-18 11:40:00;358;4.0;4.9;8.0;50.0;426
2025-01-18 11:45:00;1;3.7;4.7;8.1;51.0;428
2025-01-18 11:50:00;2;3.9;5.4;8.1;53.0;430
2025-01-18 11:55:00;1;4.8;6.2;8.4;52.0;432
2025-01-18 12:00:00;1;5.0;6.6;8.4;51.0;434
2025-01-18 12:05:00;6;4.4;5.7;8.6;53.0;434
2025-01-18 12:10:00;4;4.9;6.5;8.6;52.0;437
2025-01-18 12:15:00;3;4.8;6.3;8.8;51.0;440
2025-01-18 12:20:00;358;4.9;6.0;9.0;52.0;442
2025-01-18 12:25:00;357;4.7;5.6;9.1;50.0;442
2025-01-18 12:30:00;359;4.6;5.7;9.2;49.0;442
2025-01-18 12:35:00;5;4.4;5.3;9.3;50.0;439
2025-01-18 12:40:00;4;4.1;4.9;9.5;50.0;437
2025-01-18 12:45:00;8;4.4;5.5;9.5;50.0;431
2025-01-18 12:50:00;4;4.6;5.5;9.7;49.0;428
2025-01-18 12:55:00;5;4.1;5.2;9.8;51.0;425
2025-01-18 13:00:00;2;3.9;5.0;9.9;51.0;422
2025-01-18 13:05:00;1;3.8;4.7;10.1;50.0;417
2025-01-18 13:10:00;358;3.9;5.4;10.1;50.0;412
2025-01-18 13:15:00;7;3.6;4.6;10.2;50.0;405
2025-01-18 13:20:00;13;3.0;4.0;10.5;50.0;398
2025-01-18 13:25:00;14;2.9;4.6;10.7;47.0;392
2025-01-18 13:30:00;6;3.3;4.3;10.6;47.0;389
2025-01-18 13:35:00;8;3.2;3.9;10.8;47.0;382
2025-01-18 13:40:00;4;4.1;5.6;10.8;46.0;379
2025-01-18 13:45:00;3;4.8;5.9;10.8;45.0;372
2025-01-18 13:50:00;9;3.7;5.4;11.1;46.0;363
2025-01-18 13:55:00;17;3.1;4.5;11.3;45.0;355
2025-01-18 14:00:00;8;3.1;4.2;11.1;46.0;349
2025-01-18 14:05:00;3;4.3;5.8;11.0;44.0;342
2025-01-18 14:10:00;6;4.0;5.2;11.0;45.0;334
2025-01-18 14:15:00;11;3.6;5.1;11.1;46.0;327
2025-01-18 14:20:00;15;3.1;4.3;11.4;45.0;332
2025-01-18 14:25:00;14;3.1;4.5;11.6;45.0;318
2025-01-18 14:30:00;8;3.1;4.2;11.5;46.0;308
2025-01-18 14:35:00;13;2.8;4.3;11.5;45.0;109
2025-01-18 14:40:00;13;2.5;3.3;11.6;45.0;90
2025-01-18 14:45:00;17;2.4;3.7;11.6;44.0;60
2025-01-18 14:50:00;21;2.2;3.0;11.6;44.0;60
2025-01-18 14:55:00;21;1.7;2.5;11.6;45.0;51
2025-01-18 15:00:00;51;1.3;2.0;11.5;46.0;49
2025-01-18 15:05:00;90;1.4;1.8;11.4;45.0;52
2025-01-18 15:10:00;124;1.8;2.8;10.5;48.0;58
2025-01-18 15:15:00;175;2.6;3.0;10.2;52.0;65
2025-01-18 15:20:00;180;2.8;3.2;9.8;54.0;73
2025-01-18 15:25:00;159;2.4;2.8;10.2;54.0;76
2025-01-18 15:30:00;141;1.7;2.2;9.9;56.0;75
2025-01-18 15:35:00;90;1.3;1.6;9.9;59.0;71
2025-01-18 15:40:00;48;1.4;1.7;9.7;60.0;68
2025-01-18 15:45:00;23;2.1;2.6;10.2;60.0;63
2025-01-18 15:50:00;28;2.1;2.6;10.3;59.0;56
2025-01-18 15:55:00;44;1.7;1.9;10.2;59.0;50
2025-01-18 16:00:00;37;1.3;1.5;10.2;59.0;38
2025-01-18 16:05:00;59;1.2;1.7;10.1;60.0;33
2025-01-18 16:10:00;102;1.6;2.4;9.9;62.0;29
2025-01-18 16:15:00;130;1.6;2.2;9.7;64.0;25
2025-01-18 16:20:00;127;1.4;1.9;9.7;64.0;20
2025-01-18 16:25:00;203;1.0;1.5;9.3;64.0;17
2025-01-18 16:30:00;228;1.7;2.2;9.3;66.0;13
2025-01-18 16:35:00;153;0.8;1.2;9.9;63.0;10
2025-01-18 16:40:00;347;1.3;2.5;9.7;61.0;7
2025-01-18 16:45:00;19;3.8;5.2;10.4;56.0;2
2025-01-18 16:50:00;17;3.8;5.2;10.4;53.0;2
2025-01-18 16:55:00;20;4.4;6.1;10.4;49.0;0
2025-01-18 17:00:00;5;5.4;7.2;10.3;49.0;0
2025-01-18 17:05:00;9;5.3;7.4;10.1;48.0;1
2025-01-18 17:10:00;17;4.1;5.9;10.0;48.0;0
2025-01-18 17:15:00;18;4.4;6.1;9.8;48.0;0
2025-01-18 17:20:00;25;3.8;5.2;9.7;49.0;0
2025-01-18 17:25:00;20;4.0;5.5;9.6;50.0;0
2025-01-18 17:30:00;12;3.7;4.9;9.4;51.0;0
2025-01-18 17:35:00;61;2.4;3.1;9.4;52.0;0
2025-01-18 17:40:00;86;2.2;2.8;9.4;52.0;0
2025-01-18 17:45:00;81;2.6;3.3;9.4;52.0;
2025-01-18 17:50:00;56;3.1;3.8;9.2;52.0;0
2025-01-18 17:55:00;55;3.1;4.2;9.3;52.0;
2025-01-18 18:00:00;70;3.5;4.7;9.5;50.0;
2025-01-18 18:05:00;56;4.8;7.8;9.7;48.0;
2025-01-18 18:10:00;46;6.3;9.8;9.7;45.0;
2025-01-18 18:15:00;48;6.2;9.0;9.6;45.0;
2025-01-18 18:20:00;48;6.7;9.2;9.6;47.0;
2025-01-18 18:25:00;43;6.2;8.9;9.5;47.0;0
2025-01-18 18:30:00;42;6.4;8.8;9.5;48.0;0
2025-01-18 18:35:00;41;6.6;8.8;9.5;48.0;
2025-01-18 18:40:00;40;6.0;7.8;9.5;48.0;
2025-01-18 18:45:00;39;4.8;6.4;9.3;46.0;0
2025-01-18 18:50:00;38;4.4;6.1;9.1;46.0;0
2025-01-18 18:55:00;38;4.4;6.4;9.0;46.0;0
2025-01-18 19:00:00;29;4.2;5.7;8.8;46.0;0
2025-01-18 19:05:00;45;3.9;6.5;8.8;47.0;0
2025-01-18 19:10:00;55;5.0;7.0;8.9;45.0;
2025-01-18 19:15:00;55;5.3;6.6;9.0;44.0;
2025-01-18 19:20:00;56;4.7;7.1;9.0;44.0;
2025-01-18 19:25:00;57;4.7;6.3;9.1;43.0;
2025-01-18 19:30:00;48;4.5;5.5;9.0;43.0;0
2025-01-18 19:35:00;44;4.1;5.6;9.0;42.0;0
2025-01-18 19:40:00;49;5.2;7.7;9.2;41.0;
2025-01-18 19:45:00;51;6.5;9.0;9.4;40.0;
2025-01-18 19:50:00;49;6.9;9.9;9.4;40.0;
2025-01-18 19:55:00;50;7.2;9.8;9.5;42.0;
2025-01-18 20:00:00;50;7.3;9.8;9.6;43.0;
2025-01-18 20:05:00;49;6.9;9.2;9.6;44.0;0
2025-01-18 20:10:00;46;7.1;9.8;9.6;43.0;
2025-01-18 20:15:00;44;6.8;8.8;9.4;44.0;0
2025-01-18 20:20:00;41;7.3;10.0;9.4;45.0;0
2025-01-18 20:25:00;24;5.3;7.7;8.9;45.0;0
2025-01-18 20:30:00;22;5.7;7.9;8.7;47.0;1
2025-01-18 20:35:00;23;5.4;8.0;8.6;48.0;0
2025-01-18 20:40:00;19;4.8;6.5;8.3;49.0;0
2025-01-18 20:45:00;14;4.8;6.6;8.0;52.0;1
2025-01-18 20:50:00;6;5.1;6.3;7.6;54.0;2
2025-01-18 20:55:00;10;5.7;6.9;7.7;55.0;0
2025-01-18 21:00:00;15;5.4;7.1;7.6;56.0;0
2025-01-18 21:05:00;17;5.4;7.6;7.7;56.0;0
2025-01-18 21:10:00;17;5.5;6.6;7.7;56.0;0
2025-01-18 21:15:00;13;5.4;7.3;7.7;57.0;0
2025-01-18 21:20:00;31;5.3;7.8;7.9;56.0;0
2025-01-18 21:25:00;33;5.6;7.3;8.1;54.0;
2025-01-18 21:30:00;32;5.9;8.1;8.2;53.0;
2025-01-18 21:35:00;35;6.1;7.4;8.1;53.0;
2025-01-18 21:40:00;39;6.6;8.7;8.2;53.0;0
2025-01-18 21:45:00;35;6.0;7.6;8.2;53.0;0
2025-01-18 21:50:00;35;5.3;7.3;8.2;53.0;0
2025-01-18 21:55:00;34;5.4;6.9;8.2;53.0;0
2025-01-18 22:00:00;33;4.9;6.4;8.2;53.0;0
2025-01-18 22:05:00;25;4.6;6.0;8.1;54.0;0
2025-01-18 22:10:00;31;4.4;6.1;8.2;55.0;0
2025-01-18 22:15:00;33;3.8;5.8;8.1;55.0;0
2025-01-18 22:20:00;32;3.5;4.7;8.2;56.0;0
2025-01-18 22:25:00;33;3.5;4.8;8.2;57.0;0
2025-01-18 22:30:00;25;4.0;5.3;8.4;57.0;0
2025-01-18 22:35:00;30;4.6;6.1;8.6;58.0;
2025-01-18 22:40:00;34;5.2;8.2;8.8;59.0;
2025-01-18 22:45:00;37;5.3;7.6;8.8;59.0;0
2025-01-18 22:50:00;32;4.5;7.5;8.8;59.0;0
2025-01-18 22:55:00;18;4.3;5.9;8.6;59.0;0
2025-01-18 23:00:00;4;4.0;5.1;8.0;60.0;1
2025-01-18 23:05:00;10;4.7;6.1;8.2;61.0;0
2025-01-18 23:10:00;16;4.7;5.9;8.4;62.0;0
2025-01-18 23:15:00;14;5.0;6.7;8.5;61.0;0
2025-01-18 23:20:00;12;4.6;6.0;8.1;62.0;0
2025-01-18 23:25:00;7;5.0;5.8;7.9;63.0;1
2025-01-18 23:30:00;9;4.9;5.8;7.8;64.0;0
2025-01-18 23:35:00;30;4.7;6.7;8.1;63.0;0
2025-01-18 23:40:00;14;4.2;5.5;7.2;62.0;2
2025-01-18 23:45:00;6;4.4;5.3;7.1;63.0;1
2025-01-18 23:50:00;21;3.6;4.9;7.5;62.0;0
2025-01-18 23:55:00;4;3.5;4.3;7.2;62.0;0
2025-01-19 00:00:00;4;4.5;5.9;7.1;63.0;0
2025-01-19 00:05:00;0;4.2;4.9;7.1;63.0;0
2025-01-19 00:10:00;0;4.1;5.3;6.9;64.0;0
2025-01-19 00:15:00;18;3.3;4.8;7.3;64.0;0
2025-01-19 00:20:00;27;3.3;4.9;7.5;63.0;
2025-01-19 00:25:00;16;3.3;4.2;7.6;61.0;0
2025-01-19 00:30:00;11;3.1;4.7;7.4;60.0;0
2025-01-19 00:35:00;14;2.8;3.8;7.4;60.0;0
2025-01-19 00:40:00;22;2.9;4.1;7.5;58.0;0
2025-01-19 00:45:00;23;3.5;5.2;7.7;56.0;0
2025-01-19 00:50:00;16;4.0;5.2;7.8;55.0;0
2025-01-19 00:55:00;14;4.4;6.2;7.8;54.0;0
2025-01-19 01:00:00;7;4.6;5.7;7.7;54.0;0
2025-01-19 01:05:00;359;4.6;5.6;7.6;54.0;0
2025-01-19 01:10:00;354;5.2;6.4;7.7;52.0;0
2025-01-19 01:15:00;352;5.5;7.0;7.9;49.0;
2025-01-19 01:20:00;356;5.1;6.2;7.8;49.0;0
2025-01-19 01:25:00;356;4.5;5.8;7.7;49.0;0
2025-01-19 01:30:00;0;4.7;5.8;7.8;50.0;0
2025-01-19 01:35:00;356;5.5;6.7;7.9;50.0;0
2025-01-19 01:40:00;356;6.4;8.2;7.8;52.0;0
2025-01-19 01:45:00;358;5.8;7.2;7.9;53.0;0
2025-01-19 01:50:00;358;6.3;7.3;7.7;55.0;0
2025-01-19 01:55:00;359;6.9;8.5;7.8;57.0;0
2025-01-19 02:00:00;1;6.8;8.6;7.9;58.0;0
2025-01-19 02:05:00;6;6.3;8.4;7.8;59.0;0
2025-01-19 02:10:00;4;6.9;9.3;7.8;59.0;0
2025-01-19 02:15:00;4;6.7;7.9;7.8;59.0;0
2025-01-19 02:20:00;5;6.8;8.9;8.0;58.0;0
2025-01-19 02:25:00;4;7.4;10.0;8.1;56.0;
2025-01-19 02:30:00;0;7.6;9.1;8.2;55.0;0
2025-01-19 02:35:00;359;7.6;9.3;8.3;51.0;0
2025-01-19 02:40:00;358;8.3;10.7;8.1;51.0;0
2025-01-19 02:45:00;358;8.7;10.4;7.9;53.0;1
2025-01-19 02:50:00;0;8.2;10.4;7.8;52.0;0
2025-01-19 02:55:00;5;6.9;9.3;7.6;56.0;0
2025-01-19 03:00:00;3;6.4;8.5;7.6;57.0;0
2025-01-19 03:05:00;356;7.3;9.5;7.3;56.0;1
2025-01-19 03:10:00;354;8.6;11.1;7.3;56.0;0
2025-01-19 03:15:00;353;8.0;10.6;7.4;56.0;0
2025-01-19 03:20:00;356;6.8;9.0;7.4;55.0;0
2025-01-19 03:25:00;359;6.1;8.8;7.5;55.0;0
2025-01-19 03:30:00;357;6.5;8.5;7.7;54.0;
2025-01-19 03:35:00;357;6.5;8.6;7.6;52.0;0
2025-01-19 03:40:00;356;6.4;8.6;7.4;53.0;0
2025-01-19 03:45:00;1;5.3;7.2;7.2;56.0;0
2025-01-19 03:50:00;4;5.4;7.1;7.2;57.0;0
2025-01-19 03:55:00;9;4.2;5.4;7.2;58.0;0
2025-01-19 04:00:00;19;3.7;4.6;7.2;58.0;0
2025-01-19 04:05:00;19;4.2;5.5;7.3;58.0;0
2025-01-19 04:10:00;17;3.9;5.1;7.3;59.0;0
2025-01-19 04:15:00;20;3.7;4.6;7.4;57.0;0
2025-01-19 04:20:00;22;3.4;4.9;7.4;57.0;0
2025-01-19 04:25:00;15;3.6;4.7;7.3;56.0;0
2025-01-19 04:30:00;9;3.4;4.3;7.3;56.0;0
2025-01-19 04:35:00;12;3.5;4.6;7.2;56.0;0
2025-01-19 04:40:00;8;3.8;5.3;7.1;57.0;0
2025-01-19 04:45:00;11;3.3;4.2;7.0;58.0;0
2025-01-19 04:50:00;1;3.2;4.9;7.0;59.0;0
2025-01-19 04:55:00;0;3.9;4.8;7.1;59.0;0
2025-01-19 05:00:00;4;3.5;4.6;7.0;59.0;0
2025-01-19 05:05:00;359;4.0;4.8;7.0;59.0;0
2025-01-19 05:10:00;4;4.0;5.5;7.3;60.0;
2025-01-19 05:15:00;14;4.0;4.9;7.2;59.0;0
2025-01-19 05:20:00;12;3.4;4.3;6.9;59.0;0
2025-01-19 05:25:00;355;3.6;4.7;6.9;59.0;0
2025-01-19 05:30:00;354;4.1;5.3;7.0;58.0;0
2025-01-19 05:35:00;352;5.0;6.4;7.2;57.0;
2025-01-19 05:40:00;349;4.1;5.8;6.9;58.0;0
2025-01-19 05:45:00;350;3.2;4.1;6.9;58.0;0
2025-01-19 05:50:00;6;3.9;6.4;7.3;58.0;
2025-01-19 05:55:00;0;3.9;4.7;7.1;57.0;0
2025-01-19 06:00:00;356;3.8;4.4;7.2;56.0;0
2025-01-19 06:05:00;357;3.8;4.7;7.1;57.0;0
2025-01-19 06:10:00;350;3.4;4.6;7.1;57.0;0
2025-01-19 06:15:00;356;3.1;4.2;7.3;56.0;0
2025-01-19 06:20:00;353;3.6;4.6;7.4;56.0;
2025-01-19 06:25:00;0;3.8;5.9;7.7;55.0;
2025-01-19 06:30:00;5;3.6;4.7;7.6;55.0;0
2025-01-19 06:35:00;7;3.0;4.2;7.6;55.0;0
2025-01-19 06:40:00;357;3.1;5.0;7.5;55.0;0
2025-01-19 06:45:00;339;2.1;3.5;7.3;55.0;0
2025-01-19 06:50:00;324;1.2;1.9;7.3;55.0;0
2025-01-19 06:55:00;275;1.1;1.4;7.4;56.0;0
2025-01-19 07:00:00;315;2.2;3.6;7.6;55.0;0
2025-01-19 07:05:00;316;3.8;4.7;7.4;55.0;0
2025-01-19 07:10:00;318;4.4;5.5;7.2;55.0;0
2025-01-19 07:15:00;330;4.2;5.8;7.6;55.0;
2025-01-19 07:20:00;342;5.0;6.0;7.6;54.0;0
2025-01-19 07:25:00;331;5.3;7.1;7.4;55.0;0
2025-01-19 07:30:00;335;5.0;6.4;7.5;56.0;0
2025-01-19 07:35:00;331;5.3;7.6;7.4;56.0;0
2025-01-19 07:40:00;323;4.6;7.3;7.3;55.0;0
2025-01-19 07:45:00;316;4.4;5.5;7.3;54.0;0
2025-01-19 07:50:00;314;3.6;4.7;7.4;54.0;0
2025-01-19 07:55:00;320;3.1;4.5;7.3;55.0;1
2025-01-19 08:00:00;324;3.0;4.5;7.4;55.0;1
2025-01-19 08:05:00;317;2.8;4.3;7.5;54.0;1
2025-01-19 08:10:00;292;1.9;2.6;7.4;55.0;2
2025-01-19 08:15:00;277;2.3;3.5;7.6;54.0;2
2025-01-19 08:20:00;289;2.6;3.2;7.8;54.0;3
2025-01-19 08:25:00;299;2.7;3.5;7.7;55.0;4
2025-01-19 08:30:00;299;2.9;4.0;7.6;55.0;7
2025-01-19 08:35:00;302;3.6;5.2;7.5;56.0;15
2025-01-19 08:40:00;312;4.7;5.7;7.4;57.0;16
2025-01-19 08:45:00;318;3.8;5.3;7.4;58.0;11
2025-01-19 08:50:00;322;3.2;5.2;7.5;56.0;6
2025-01-19 08:55:00;327;3.0;4.8;7.5;56.0;7
2025-01-19 09:00:00;327;3.1;4.2;7.4;57.0;9
2025-01-19 09:05:00;335;3.6;4.4;7.5;58.0;11
2025-01-19 09:10:00;341;2.8;4.1;7.4;59.0;12
2025-01-19 09:15:00;330;2.6;3.5;7.4;60.0;19
2025-01-19 09:20:00;322;2.7;3.3;7.3;61.0;30
2025-01-19 09:25:00;325;2.1;2.9;7.3;61.0;22
2025-01-19 09:30:00;327;2.2;3.1;7.5;62.0;34
2025-01-19 09:35:00;318;2.6;3.6;7.3;62.0;43
2025-01-19 09:40:00;326;3.6;4.7;7.3;63.0;44
2025-01-19 09:45:00;325;4.7;6.1;7.4;62.0;53
2025-01-19 09:50:00;327;4.5;6.0;7.4;62.0;34
2025-01-19 09:55:00;326;4.2;5.6;7.5;62.0;42
2025-01-19 10:00:00;329;4.4;5.8;7.5;62.0;55
2025-01-19 10:05:00;335;4.2;5.8;7.4;62.0;48
2025-01-19 10:10:00;340;4.0;5.0;7.5;62.0;51
2025-01-19 10:15:00;343;2.8;3.7;7.5;63.0;49
2025-01-19 10:20:00;338;1.9;2.3;7.6;63.0;55
2025-01-19 10:25:00;346;1.7;2.1;7.8;63.0;68
2025-01-19 10:30:00;337;2.3;3.2;7.9;63.0;49
2025-01-19 10:35:00;336;3.2;4.1;8.1;62.0;42
2025-01-19 10:40:00;349;4.1;5.1;8.1;61.0;50
2025-01-19 10:45:00;346;4.3;5.5;8.1;60.0;59
2025-01-19 10:50:00;347;3.6;4.7;8.0;61.0;68
2025-01-19 10:55:00;344;4.3;5.6;8.0;62.0;46
2025-01-19 11:00:00;346;4.1;4.8;8.0;63.0;38
2025-01-19 11:05:00;350;4.2;5.6;8.0;63.0;40
2025-01-19 11:10:00;359;4.7;5.7;8.0;63.0;28
2025-01-19 11:15:00;358;5.1;6.2;8.2;64.0;30
